59,52,43,52,67,54,43,69,63,40,69,57,64,67,62,57,52,47,49,61,59,48,40,61,65,52,53,40,43,49,56,57,65,40,64,43,52,68,68,59,63,64,61,67,49,66,59,69,41,67
60,60,49,63,63,48,60,59,60,68,54,55,49,61,53,43,66,41,49,54,66,64,40,61,67,55,56,44,67,52,47,56,53,67,69,63,47,61,44,56,46,49,53,48,67,64,63,52,65,45
55,57,43,62,58,53,48,64,67,42,46,55,66,68,43,53,40,47,60,52,64,59,57,65,47,65,55,48,44,41,47,56,44,55,63,55,40,42,51,41,49,49,60,47,49,44,50,66,51,63
52,45,45,62,42,45,48,56,54,48,61,57,43,47,51,49,57,48,54,66,66,59,44,40,40,59,60,66,42,57,54,46,45,63,60,58,42,44,60,51,64,53,54,58,63,46,56,69,46,46
57,53,62,56,56,47,49,42,41,47,57,42,46,67,60,43,48,52,58,56,60,41,66,66,42,53,54,67,56,59,68,64,66,50,66,65,40,59,53,58,65,42,55,50,52,61,65,62,51,66
65,59,44,67,49,56,58,65,54,52,61,66,62,68,57,47,51,58,67,52,65,55,66,57,67,55,44,49,67,51,61,49,50,69,68,62,69,63,66,46,54,50,60,55,66,43,57,57,66,48
62,44,62,47,51,60,68,66,56,62,54,54,69,53,61,51,69,62,47,50,44,56,41,66,55,57,66,47,60,40,62,65,46,66,59,59,66,56,49,63,55,43,51,48,41,65,62,42,64,43
69,47,40,60,52,48,41,66,58,40,41,64,60,49,56,69,43,61,64,57,52,47,48,61,51,42,68,66,45,65,47,64,51,47,60,43,60,61,60,49,45,68,68,65,43,55,46,64,54,59
50,53,56,53,47,65,59,49,57,52,61,53,68,63,61,46,48,47,69,55,67,56,62,47,67,58,42,53,40,44,58,63,48,45,43,63,63,55,55,55,60,41,69,54,54,69,47,43,41,54
44,43,52,45,64,60,52,43,48,59,44,66,66,47,40,46,66,45,47,50,56,57,69,60,51,60,51,69,63,62,63,60,43,58,61,55,44,53,47,51,42,42,49,49,52,64,55,58,40,65
