81,88,61,88,52,29,16,65,76,30,71,80,42,48,15,41,53,36,30,72,17,66,57,73,28,37,52,37,47,19,36,38,74,54,58,50,56,61,32,31,78,82,19,41,60,24,85,34,78,89
18,43,80,52,81,87,56,17,79,70,35,57,73,81,19,37,45,70,16,76,87,28,85,53,37,44,17,34,22,51,58,31,74,42,15,42,64,83,89,69,20,45,16,46,41,21,59,48,57,59
37,85,26,67,80,16,75,88,38,89,36,83,48,40,20,78,87,20,72,17,54,30,64,55,25,30,84,44,59,21,61,51,15,38,37,73,39,41,18,77,21,33,59,59,80,42,83,35,23,60
85,57,31,19,22,62,41,51,64,15,76,15,44,75,28,39,68,62,34,80,47,61,42,55,37,34,76,47,32,79,58,80,44,50,86,63,58,53,66,23,47,40,80,46,75,68,20,70,69,52
16,77,57,86,89,57,26,75,59,86,29,24,39,36,41,33,43,72,34,31,38,61,64,50,47,69,69,59,66,81,26,75,27,42,60,85,24,73,82,17,53,32,55,59,71,83,51,29,81,20
55,79,78,73,32,61,38,51,47,45,65,18,32,52,86,76,52,66,40,60,38,56,61,84,55,52,70,35,38,21,34,21,71,25,68,25,59,46,23,88,53,63,31,81,67,19,25,70,75,50
20,41,72,33,55,68,69,23,78,72,70,80,61,25,82,89,56,49,56,61,20,25,78,33,26,73,29,44,37,35,83,77,88,27,30,60,74,82,34,71,21,27,25,38,30,23,28,20,64,36
41,75,58,75,54,53,60,51,31,68,30,24,73,76,64,39,81,45,18,45,30,62,15,84,33,58,80,77,59,35,26,31,42,80,47,49,75,57,44,53,16,38,31,16,75,87,48,64,21,80
57,41,64,30,80,88,55,17,50,70,19,36,73,41,84,88,85,66,23,72,49,69,68,43,31,23,75,68,74,72,34,63,63,75,75,24,40,31,58,16,67,83,83,31,45,68,82,61,24,16
77,78,69,21,30,64,84,50,58,81,15,27,36,52,76,83,69,58,55,41,57,76,69,89,23,64,41,69,19,21,86,33,69,89,68,46,74,52,55,37,85,31,76,53,61,88,55,61,17,80
35,26,82,73,30,38,30,66,36,27,40,41,22,60,31,76,82,37,63,56,78,58,37,69,77,71,20,48,30,40,66,41,86,72,15,63,88,38,23,32,71,17,88,17,31,74,72,36,78,15
60,57,60,86,54,82,57,53,28,70,86,64,63,59,26,58,57,27,71,34,46,19,32,16,86,18,19,74,23,19,33,85,65,81,33,70,71,27,88,25,65,64,68,77,64,63,19,85,30,65
23,22,54,16,20,49,59,43,69,85,89,15,81,75,55,52,52,18,48,25,27,31,36,22,24,54,52,16,27,82,88,81,64,51,56,54,67,54,55,52,51,15,29,68,84,43,47,74,44,22
