26,26,33,31,37,23,32,25,33,23,31,28,35,21,37,22,29,20,27,22,38,30,30,34,24,25,26,29,31,28,34,30,37,20,31,35,36,39,39,24,21,24,27,38,21,21,25,27,34,37
39,30,32,24,27,21,21,32,31,33,29,22,25,38,26,30,35,30,27,25,26,31,29,35,26,29,28,26,32,38,39,39,35,30,38,32,30,24,28,31,21,37,31,35,23,28,20,20,20,31
36,23,33,24,33,32,39,29,29,23,28,22,39,31,22,30,27,25,22,33,28,34,28,30,37,22,34,22,37,30,24,31,35,26,25,30,29,29,35,35,37,22,38,25,21,32,39,37,33,24
30,21,38,23,33,38,30,29,29,36,23,32,32,37,31,37,24,32,28,33,36,38,39,38,27,28,20,36,23,39,38,37,33,39,35,20,35,32,29,39,30,34,27,38,26,29,23,28,29,25
32,30,25,22,22,30,21,26,34,35,33,22,33,37,33,34,21,31,30,21,33,32,34,35,32,23,23,36,37,37,35,28,20,30,29,38,39,22,26,29,24,25,32,28,28,27,31,26,20,30
30,32,27,27,31,38,36,35,29,24,33,20,35,20,37,32,28,21,25,39,39,28,23,27,37,29,37,29,37,32,38,29,27,36,35,26,23,30,22,22,35,28,27,35,29,21,28,24,36,22
37,21,37,38,24,25,31,24,21,28,39,23,39,28,21,24,36,32,25,29,22,38,32,20,31,34,31,27,29,25,30,28,21,21,29,30,30,23,25,38,30,29,30,27,25,35,38,31,22,24
35,34,27,39,36,30,20,30,32,24,32,23,29,34,39,29,30,38,34,35,29,33,30,22,38,22,32,32,33,31,25,32,33,30,32,24,27,29,22,32,32,20,26,25,33,34,37,22,20,37
25,38,26,23,24,20,35,25,31,39,33,34,27,24,33,35,27,22,20,38,21,32,38,21,22,36,25,28,35,37,37,23,25,32,21,24,26,37,26,27,27,39,38,34,20,25,21,33,24,32
26,20,25,21,29,28,35,27,34,25,27,26,21,27,37,23,34,29,38,23,38,28,34,22,20,27,31,25,36,24,31,28,39,24,33,27,39,22,39,25,26,32,21,35,26,30,26,20,27,22
22,23,23,37,26,28,28,29,34,28,38,24,22,23,21,33,27,27,20,34,20,35,34,26,29,34,37,32,25,35,29,33,32,23,25,28,37,27,33,36,31,36,39,22,26,33,27,36,31,33
27,30,39,37,22,25,36,25,21,26,27,25,21,20,37,27,32,37,20,21,31,31,23,27,35,29,33,23,22,31,24,31,22,24,34,28,35,31,25,26,38,28,25,24,35,30,36,32,23,30
28,25,28,26,34,27,37,37,34,36,29,27,31,24,31,20,21,20,39,27,32,31,28,20,37,32,36,38,38,36,27,32,35,27,29,24,22,21,26,20,37,29,27,33,20,20,38,26,34,26
32,30,25,25,31,32,32,23,27,32,31,28,29,20,30,39,20,27,24,28,22,28,35,36,27,34,25,27,31,26,32,39,23,23,22,23,30,27,38,21,35,31,25,28,30,20,32,26,33,22
21,22,22,25,31,33,29,38,31,34,25,28,22,28,22,31,39,34,21,35,36,32,35,32,22,33,31,24,37,25,27,25,27,34,31,33,20,35,27,26,25,30,21,21,20,34,39,21,20,29
22,32,25,25,39,28,38,29,24,24,38,24,20,25,26,33,20,31,24,27,36,22,23,30,33,28,21,24,31,38,33,34,22,26,20,38,29,20,23,22,24,33,23,35,27,31,24,35,23,39
30,21,28,31,25,35,21,37,36,21,37,36,38,34,35,37,27,28,34,27,28,26,31,21,31,26,39,20,32,31,31,24,36,38,28,24,20,33,31,20,22,32,32,22,37,27,21,30,21,29
35,29,25,31,32,38,27,38,31,35,25,38,30,21,22,39,30,21,22,36,31,28,31,32,20,33,36,33,34,29,20,25,26,31,29,35,30,30,21,33,38,37,20,30,23,33,22,29,38,33
